id,name,subsidiary,therapeutic_area,category,type,tagline,overview,features,indication,patient_population,specs,reg_notes,image,tier,classification,business_segment,applicable_departments,model_numbers,development_status,status,fda,fda_cert,fda_qualifier,ce,ce_cert,ce_qualifier,nmpa,nmpa_cert,nmpa_qualifier,pmda,pmda_cert,pmda_qualifier,tga,tga_cert,tga_qualifier
ligatube-transosseous-tendon-repair-system,Ligatube® Transosseous Tendon Repair System,MicroPort Endophix,"Orthopedic Joint, Spine, and Trauma",Sports medicine & soft-tissue,Transosseous tendon repair system,Augments bone tunnels in rotator cuff repair to prevent suture cut-out,"The Ligatube® Transosseous Tendon Repair System is used during rotator cuff repair to augment bone tunnels, potentially avoiding suture cut-out through the weak bone of the greater tuberosity.",Bone tunnel augmentation | Prevents suture cut-out | Located suture passer | Depth-limited drill,Rotator cuff repair,,Located Suture Passer: 10mm/15mm; Depth-limited Drill; Punch; Suture Leader,NMPA 20232041155.,ligatube-transosseous-tendon-repair-system.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Sports Medicine-Orthopaedics,Located Suture Passer (10mm/15mm) | Depth limited Drill | Punch | Suture Leader,,ACTIVE,,,,,,,cleared,,,,,,,,
lotus-double-lumen-needle,LOTUS™ Double Lumen Ovum Aspiration Needle,MicroPort Horizon,Endocrinology and Reproductive Health,Reproductive devices,Double lumen ovum aspiration needle,Dual-channel needle that retrieves oocytes and flushes follicles simultaneously,The LOTUS™ Double Lumen Ovum Aspiration Needle features a double-lumen design with separate channels for oocyte aspiration and follicle flushing. This configuration improves egg retrieval efficiency and reduces overall procedure time.,Double-lumen design for simultaneous aspiration and follicle flushing | Improved egg retrieval efficiency | Reduced operation time,Oocyte retrieval with concurrent follicle flushing in assisted reproduction,Patients undergoing egg retrieval procedures in ART,Gauge: 17G,510(k) K232163. NMPA 20212180657.,lotus-double-lumen-needle.jpg,,,,Reproductive Medicine Department,17G,,ACTIVE,cleared,,,,,,cleared,,,,,,,,
lotus-ovum-aspiration-needle,LOTUS™ Ovum Aspiration Needle,MicroPort Horizon,Endocrinology and Reproductive Health,Reproductive devices,Ovum aspiration needle,"Ultrasound-guided needle for secure, high-quality oocyte retrieval",The LOTUS™ Ovum Aspiration Needle is manufactured under strict quality control and production safety standards. It enables surgeons to securely retrieve high-quality oocytes from ovarian follicles under ultrasound guidance.,"Strict quality control and production safety standards | Ultrasound-guided oocyte retrieval | Available in 16G, 17G, and 18G gauges",Oocyte retrieval from ovarian follicles under ultrasound guidance in assisted reproduction,Patients undergoing ovarian stimulation and egg retrieval in ART procedures,Gauge: 16G | 17G | 18G,NMPA 20192180392.,lotus-ovum-aspiration-needle.jpg,,,,Reproductive Medicine Department,16G | 17G | 18G,,ACTIVE,,,,,,,cleared,,,,,,,,
lotus-sgn-needle,LOTUS™ SGN Ovum Aspiration Needle,MicroPort Horizon,Endocrinology and Reproductive Health,Reproductive devices,Ovum aspiration needle,SGN ovum aspiration needle for high-quality oocyte retrieval under ultrasound,The LOTUS™ SGN Ovum Aspiration Needle is manufactured under strict quality control and production safety standards. It enables surgeons to securely retrieve high-quality oocytes from ovarian follicles under ultrasound guidance.,Strict quality control and production safety standards | Ultrasound-guided oocyte retrieval | Wide gauge range: 16G through 21G,Oocyte retrieval from ovarian follicles under ultrasound guidance in assisted reproduction,Patients undergoing ovarian stimulation and egg retrieval in ART procedures,Gauge: 16G | 17G | 18G | 19G | 20G | 21G,510(k) K232163. NMPA 20212180658.,lotus-sgn-needle.jpg,,,,Reproductive Medicine Department,16G | 17G | 18G | 19G | 20G | 21G,,ACTIVE,cleared,,,,,,cleared,,,,,,,,
l-reboa,L-REBOA®,MicroPort Endovastec,Aortic and Peripheral Vasculature,Balloon catheters,Aortic occlusion balloon catheter,Aortic occlusion balloon for emergency hemorrhage control in trauma,L-REBOA® is an aortic occlusion balloon catheter designed for temporary occlusion of aortic blood flow for emergency hemorrhage control during trauma care. Model HC32-79.,Designed for temporary aortic occlusion | Emergency hemorrhage control application | Model HC32-79,Temporary occlusion of blood flow in the aorta for emergency hemorrhage control during trauma,Trauma patients requiring emergency hemorrhage control,Model: HC32-79,NMPA 20243031326.,l-reboa.jpg,,,Aortic & Peripheral & Tumor Intervention,Vascular Surgeon | Cardiovascular Surgeon | Interventionist | Cardiothoracic Surgeon | Radiology,HC32-79,,ACTIVE,,,,,,,cleared,20243031326,,,,,,,
lumicryo-sp,LumiCryo™ SP,AccuTarget,"Urology, Oncology, and Gastroenterology",Cryoablation systems & accessories,Transbronchial and percutaneous cryoablation system,World's first and only non-invasive transbronchial cryoablation platform for lung nodules,"LumiCryo™ SP is a single-channel cryosurgical system that combines transbronchial and percutaneous cryoablation in one platform. It is the only non-invasive transbronchial cryoablation platform for lung nodules, while remaining compatible with conventional percutaneous cryoablation for systemic solid tumors. The complementary dual-pathway design enables comprehensive lung treatment.","World's first and only non-invasive transbronchial cryoablation platform | Compatible with traditional percutaneous cryoablation | Dual-pathway design for comprehensive lung treatment | Applicable across oncology, thoracic surgery, and interventional departments",Transbronchial and percutaneous cryoablation of lung nodules and systemic solid tumors,Patients with lung nodules or solid tumors requiring percutaneous or bronchoscope-guided cryoablation,,NMPA 20213010918,lumicryo-sp.jpg,,,Urology & Gastroenterology & Cancer Treatment,Interventional Department | Respiratory Department | Thoracic Surgery | Oncology | Hepatobiliary Surgery | Orthopedics | Urology | Breast Surgery | General Surgery,,,ACTIVE,,,,,,,cleared,,,,,,,,
lumicryo-ultra-low-cryoneedle-catheter,LumiCryo™ Ultra-low Cryoneedle Catheter,AccuTarget,"Urology, Oncology, and Gastroenterology",Cryoablation systems & accessories,Transbronchial cryoablation needle catheter,World's first and only transbronchial cryoablation needle for lung nodules,"The LumiCryo™ Ultra-low Cryoneedle Catheter is the world's first and only transbronchial cryoablation needle, used with the LumiCryo™ SP cryoablation device. It is the only bronchoscope-guided energy ablation device approved globally for pulmonary indications, enabling non-invasive cryotherapy of lung nodules.",World's first and only transbronchial cryoablation needle | Only bronchoscope-guided ablation device approved for pulmonary indications worldwide | Compatible with LumiCryo™ SP | Available in sharp and blunt tip shapes,Non-invasive transbronchial cryotherapy of lung nodules,Patients with lung nodules undergoing bronchoscope-guided cryoablation,Needle diameter: 1.9 mm | 2.2 mm | Needle length: 8 mm | 12 mm | Catheter length: 1000 mm | 1150 mm | Tip shape: Sharp | Blunt | Delivery tube length: 2 m,NMPA 20243010381,lumicryo-ultra-low-cryoneedle-catheter.jpg,,,Urology & Gastroenterology & Cancer Treatment,Interventional Department | Respiratory Department | Thoracic Surgery | Oncology | Hepatobiliary Surgery | Orthopedics | Urology | Breast Surgery | General Surgery,,,ACTIVE,,,,,,,cleared,,,,,,,,
lunafix-meniscus-repair-system,Lunafix® Meniscus Repair System,MicroPort Endophix,"Orthopedic Joint, Spine, and Trauma",Sports medicine & soft-tissue,Meniscus repair system,High-strength suture system for superior meniscus repair fixation,"The Lunafix® Meniscus Repair System uses suture material made from imported yarn with high strength and excellent toughness, produced in a Class 10,000 cleanroom. It is designed to provide superior activation and fixation properties for meniscus repair.","High-strength imported yarn suture | Class 10,000 cleanroom production | Multiple curve configurations | Superior fixation and activation properties",Meniscus repair,,Curved 12° and 24° | Reversed curved 12° and 24° | Straight,NMPA 20253130127.,lunafix-meniscus-repair-system.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Sports Medicine-Orthopaedics,Curved 12° 24° | Reversed curved 12° 24° | Straight,,ACTIVE,,,,,,,cleared,,,,,,,,
magbot-firemagic,Magbot™ FireMagic® RF Ablation Catheter,MicroPort EverPace,Heart Failure and Electrophysiology,Ablation catheters,Magnetically guided RF ablation catheter,Magnetically guided RF ablation catheter for complex cardiac arrhythmias,"The Magbot FireMagic RF Ablation Catheter is designed for use with the Genesis RMN magnetic navigation system, indicated for the treatment of complex cardiac arrhythmias.",Magnetically guided by Genesis RMN system | Designed for complex arrhythmia ablation | Two model configurations,RF ablation treatment of complex cardiac arrhythmias,Patients with complex cardiac arrhythmias,Models: EPMN8MIM | EPMN8MIS,NMPA 20243012471.,magbot-firemagic.jpg,,,Heart Failure Management & Electrophysiology,Cardiology | Cardiac Electrophysiology | Interventional Catheterization Lab,EPMN8MIM | EPMN8MIS,,ACTIVE,,,,,,,cleared,,,,,,,,
manifolds,Manifolds,MicroPort Coronary,Coronary and Structural Heart,PCI accessories,PCI manifold system,Multi-channel manifold for accurate contrast and medication delivery during PCI,"Manifolds is an advanced multi-channel infusion system with smooth, leak-free performance, enabling effortless connection of tubing and facilitating multiple channels for accurate medication and contrast agent delivery during PCI procedures.",Smooth leak-free multi-channel infusion | Effortless tubing connection | Multiple channels for accurate delivery,Accurate medication and contrast agent delivery during PCI procedures,Patients undergoing PCI,Model: DP-T-3 | DP-G-30 | DP-G-60 | DP-G-90 | DP-G-120 | LM-A-30 | LM-A-60 | LM-A-90 | LM-A-120,"NMPA 20153032216, 20173140861.",manifolds.jpg,,,Comprehensive Cardiovascular Intervention & Imaging,Cardiology,Manifolds DP-T-3 | DP-G-30 | DP-G-60 | DP-G-90 | DP-G-120 | LM-A-30 | LM-A-60 | LM-A-90 | LM-A-120,,ACTIVE,,,,,,,cleared,,,,,,,,
medical-gel-for-skin-disinfection,Medical Gel for Skin Disinfection,"Suzhou MicroPort Regenerative Medicine Technology Co., Ltd.",Regenerative Medicine and Medical Aesthetics,,Antiseptic Gels,Antiseptic Gels,"Intended for the treatment of skin conditions caused by bacterial and fungal infections, such as athlete's foot and acne. It can also be used for minor skin injuries, post-surgical care, and preventive treatment",,,,,,s3:products/28bd15f8416d1fbfdf1695103a69e3cd06f7ed43e4510cc102a510d1df539ae2.jpg,,,,Stomatology,,,ACTIVE,,,,,,,,,,,,,,,
megaloop-suspension-system,Megaloop® Suspension System,MicroPort Endophix,"Orthopedic Joint, Spine, and Trauma",Sports medicine & soft-tissue,Suspension fixation system,Versatile suspension system for ligament reconstruction and joint fixation,"The Megaloop® Suspension System is a versatile solution for orthopedic reconstruction and fixation, used extensively for ACL/PCL reconstruction, acromioclavicular joint stabilization, carpal joint fixation, midfoot and interphalangeal dislocations, and ankle syndesmosis separation.",Adjustable and fixed configurations | Multiple joint indications | ACL/PCL and AC joint applications,"ACL/PCL reconstruction, acromioclavicular joint dislocation stabilization, carpal joint fixation, midfoot and interphalangeal joint dislocations, tarsometatarsal joint dislocations, ankle syndesmosis separation",,Adjustable Megaloop® Suspension System; Fixed Megaloop® Fixation System,NMPA 20233130575.,megaloop-suspension-system.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Sports Medicine-Orthopaedics,Adjustable Megaloop® Suspension System | Fixed Megaloop® Fixation System,,ACTIVE,,,,,,,cleared,,,,,,,,
meridian-altura,Meridian™-Altura™,MicroPort Endovastec,Aortic and Peripheral Vasculature,Stent-grafts,Fenestrated abdominal aortic stent-graft system,Ultra-low profile repositionable fenestrated AAA stent-graft based on the Altura platform,"Meridian™-Altura™ is an ultra-low profile repositionable four-piece fenestrated abdominal aortic stent-graft system. It is a custom-made device based on the Altura™ platform, designed for patients with short or challenging proximal neck anatomy requiring fenestrations for renal or visceral vessel preservation.",Repositionable four-piece fenestrated system | Custom-made device based on Altura platform | Bilateral D-stent technology | 14F delivery system | Fenestration diameters 5.5 and 8 mm,Endovascular repair of abdominal aortic aneurysms requiring fenestrated graft for branch vessel preservation,Patients with complex aortic neck anatomy requiring fenestrated endovascular repair,"Main Body Length: 90 mm | Iliac Length: 65 mm | Main Body Diameter: 24, 27, 31 mm | Iliac Diameter: 13, 17, 21 mm | Fenestration Diameter: 5.5, 8 mm | Delivery System: 14F",CE 170772295.,meridian-altura.jpg,,,Aortic & Peripheral & Tumor Intervention,Vascular Surgeon | Cardiovascular Surgeon | Interventionist | Cardiothoracic Surgeon | Radiology,,,ACTIVE,,,,cleared,,,,,,,,,,,
metal-femoral-head,Metal Femoral Head,MicroPort Orthopedics,"Orthopedic Joint, Spine, and Trauma",Hip systems,Femoral head implant,High wear resistance and hardness metal femoral head,"A metal femoral head providing high wear resistance and hardness for total hip arthroplasty. Available in 22.25, 28, 32, and 36mm sizes.",High wear resistance | High hardness,Total hip arthroplasty,,Sizes: 22.25mm | 28mm | 32mm | 36mm,NMPA 20153131657,metal-femoral-head.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Orthopedics,22.25 | 28 | 32 | 36,,ACTIVE,,,,,,,cleared,,,,,,,,
minos,Minos®,MicroPort Endovastec,Aortic and Peripheral Vasculature,Stent-grafts,AAA EVAR system,Abdominal aortic stent-graft & delivery system,Ultra-low-profile 14F main-body / 12F limb delivery with a 'leave-behind' sheath (<5 mm OD); tri-modular design for controlled deployment.,Among the world's slimmest sheaths (~14F / 5.5 mm) | Barbed proximal anchoring + helical limb design | 'Leave-behind' sheath reduces access complications,Endovascular treatment of AAA with proximal aneurysm-neck length ≥15 mm.,AAA patients (prevalence 1.7–8%; predominantly older men).,MB proximal diameter: 22–34 mm | Sheath: 12F limb / 14–16F main body,NMPA: cleared 2019. CE: 2019/2025.,minos.jpg,,,Aortic & Peripheral & Tumor Intervention,Vascular Surgeon | Cardiovascular Surgeon | Interventionist | Cardiothoracic Surgeon | Radiology,,,ACTIVE,,,,cleared,"M.2025.MDR.1071, M.2025.MDR.2004",,cleared,20193130182,,,,,,,
mobybox,MOBYBOX®,MicroPort Surgical,Emergency and Critical Care,Extracorporeal life support,Portable pneumatic ECMO system,World-first highly integrated portable pneumatic ECLS system weighing 2 kg,"MOBYBOX® is the world's first highly integrated portable ECLS system requiring only a gas source for heart and lung support. Weighing only 2 kilograms, it is designed for fast transportation and operation in settings such as the cath lab, cardiology, cardiovascular perfusion, and general ICU.",Gas-source-only operation (no electric power required) | Weighs 2 kg | Compact and portable for rapid transport,Extracorporeal heart and lung support in patients requiring ECMO,"Patients in cardiovascular perfusion, cath lab, cardiology, and general ICU settings",Models: HVEU-007 (MOBYBOX package) | HVCEU-005 (controller),"CE MDR534936, MDR2017Q.",mobybox.jpg,,,,Cardiovascular perfusion | Cath lab | Cardiology | General ICU,HVEU-007 (MOBYBOX package) | HVCEU-005 (controller),,ACTIVE,,,,cleared,,,,,,,,,,,
mountever-thoracolumbar-interbody-fusion-cage,Mountever® Thoracolumbar Interbody Fusion Cage,MicroPort Orthopedics,"Orthopedic Joint, Spine, and Trauma",Spine systems,Spinal interbody fusion device,Injectable PEEK material interbody fusion cage for thoracolumbar procedures,An injectable PEEK material interbody fusion cage for thoracolumbar procedures. Available in sterile and non-sterile configurations.,Injectable PEEK material | Sterile and non-sterile options,Thoracolumbar interbody fusion,,Sterile | Non-Sterile,NMPA 20173130767,mountever-thoracolumbar-interbody-fusion-cage.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Orthopedics,Sterile | Non-Sterile,,ACTIVE,,,,,,,cleared,,,,,,,,
